age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
63,3,One-family house detached,2000,2,15,Nonfamily household: Female householder: Not living alone
63,3,One-family house detached,2000,2,15,Nonfamily household: Female householder: Not living alone
23,1,50 or more apartments,280,1,7,Nonfamily household: Female householder: Living alone
100,3,10-19 Apartments,2660,3,3,Nonfamily household: Female householder: Not living alone
100,3,10-19 Apartments,2660,3,3,Nonfamily household: Female householder: Not living alone
100,3,10-19 Apartments,2660,3,3,Nonfamily household: Female householder: Not living alone
63,2,3-4 Apartments,2278,2,3,"Other family household: Female householder, no spouse present"
63,2,3-4 Apartments,2278,2,3,"Other family household: Female householder, no spouse present"
100,3,2 Apartments,1020,1,1,Nonfamily household: Female householder: Living alone
63,4,5-9 Apartments,900,6,7,Married couple household
63,4,5-9 Apartments,900,6,7,Married couple household
63,4,5-9 Apartments,900,6,7,Married couple household
63,4,5-9 Apartments,900,6,7,Married couple household
63,4,5-9 Apartments,900,6,7,Married couple household
63,4,5-9 Apartments,900,6,7,Married couple household
100,2,2 Apartments,780,1,7,Nonfamily household: Female householder: Living alone
63,2,3-4 Apartments,780,3,7,"Other family household: Male householder, no spouse present"
63,2,3-4 Apartments,780,3,7,"Other family household: Male householder, no spouse present"
63,2,3-4 Apartments,780,3,7,"Other family household: Male householder, no spouse present"
43,2,One-family house attached,1860,2,7,Nonfamily household: Male householder: Not living alone
43,2,One-family house attached,1860,2,7,Nonfamily household: Male householder: Not living alone
100,2,5-9 Apartments,1050,1,7,Nonfamily household: Female householder: Living alone
53,2,3-4 Apartments,1439,1,1,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,1310,1,7,Nonfamily household: Female householder: Living alone
63,3,3-4 Apartments,2090,3,2,Nonfamily household: Female householder: Not living alone
63,3,3-4 Apartments,2090,3,2,Nonfamily household: Female householder: Not living alone
63,3,3-4 Apartments,2090,3,2,Nonfamily household: Female householder: Not living alone
100,1,20-49 Apartments,250,1,7,Nonfamily household: Female householder: Living alone
10,1,50 or more apartments,1220,2,1,Married couple household
10,1,50 or more apartments,1220,2,1,Married couple household
100,2,50 or more apartments,780,2,3,"Other family household: Female householder, no spouse present"
100,2,50 or more apartments,780,2,3,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,710,4,25,Married couple household
100,3,One-family house detached,710,4,25,Married couple household
100,3,One-family house detached,710,4,25,Married couple household
100,3,One-family house detached,710,4,25,Married couple household
63,1,20-49 Apartments,1890,2,2,Nonfamily household: Female householder: Not living alone
63,1,20-49 Apartments,1890,2,2,Nonfamily household: Female householder: Not living alone
100,1,One-family house detached,1206,2,2,Nonfamily household: Female householder: Not living alone
100,1,One-family house detached,1206,2,2,Nonfamily household: Female householder: Not living alone
33,3,3-4 Apartments,1080,2,7,Married couple household
33,3,3-4 Apartments,1080,2,7,Married couple household
23,1,3-4 Apartments,900,1,3,Nonfamily household: Female householder: Living alone
23,0,10-19 Apartments,500,1,1,Nonfamily household: Male householder: Living alone
63,3,One-family house attached,2500,4,1,Married couple household
63,3,One-family house attached,2500,4,1,Married couple household
63,3,One-family house attached,2500,4,1,Married couple household
63,3,One-family house attached,2500,4,1,Married couple household
100,1,3-4 Apartments,460,1,7,Nonfamily household: Female householder: Living alone
6,2,50 or more apartments,3823,3,2,"Other family household: Male householder, no spouse present"
6,2,50 or more apartments,3823,3,2,"Other family household: Male householder, no spouse present"
6,2,50 or more apartments,3823,3,2,"Other family household: Male householder, no spouse present"
100,2,3-4 Apartments,2750,2,3,Nonfamily household: Male householder: Not living alone
100,2,3-4 Apartments,2750,2,3,Nonfamily household: Male householder: Not living alone
53,4,One-family house detached,913,4,3,Married couple household
53,4,One-family house detached,913,4,3,Married couple household
53,4,One-family house detached,913,4,3,Married couple household
53,4,One-family house detached,913,4,3,Married couple household
63,2,3-4 Apartments,1750,4,3,Married couple household
63,2,3-4 Apartments,1750,4,3,Married couple household
63,2,3-4 Apartments,1750,4,3,Married couple household
63,2,3-4 Apartments,1750,4,3,Married couple household
100,2,3-4 Apartments,1440,2,1,"Other family household: Female householder, no spouse present"
100,2,3-4 Apartments,1440,2,1,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,980,4,3,Married couple household
100,3,3-4 Apartments,980,4,3,Married couple household
100,3,3-4 Apartments,980,4,3,Married couple household
100,3,3-4 Apartments,980,4,3,Married couple household
73,3,2 Apartments,1450,3,3,Married couple household
73,3,2 Apartments,1450,3,3,Married couple household
73,3,2 Apartments,1450,3,3,Married couple household
100,1,2 Apartments,760,1,25,Nonfamily household: Male householder: Living alone
53,2,3-4 Apartments,1010,1,7,Nonfamily household: Male householder: Living alone
100,1,5-9 Apartments,2000,2,1,Nonfamily household: Male householder: Not living alone
100,1,5-9 Apartments,2000,2,1,Nonfamily household: Male householder: Not living alone
100,0,10-19 Apartments,850,1,30,Nonfamily household: Male householder: Living alone
53,2,3-4 Apartments,860,1,15,Nonfamily household: Female householder: Living alone
16,2,50 or more apartments,3900,2,1,Nonfamily household: Female householder: Not living alone
16,2,50 or more apartments,3900,2,1,Nonfamily household: Female householder: Not living alone
43,1,20-49 Apartments,1450,1,1,Nonfamily household: Female householder: Living alone
100,1,10-19 Apartments,250,1,7,Nonfamily household: Female householder: Living alone
73,2,2 Apartments,2610,2,3,Nonfamily household: Male householder: Not living alone
73,2,2 Apartments,2610,2,3,Nonfamily household: Male householder: Not living alone
53,2,One-family house attached,1146,2,3,Nonfamily household: Female householder: Not living alone
53,2,One-family house attached,1146,2,3,Nonfamily household: Female householder: Not living alone
43,4,3-4 Apartments,2090,4,1,Nonfamily household: Male householder: Not living alone
43,4,3-4 Apartments,2090,4,1,Nonfamily household: Male householder: Not living alone
43,4,3-4 Apartments,2090,4,1,Nonfamily household: Male householder: Not living alone
43,4,3-4 Apartments,2090,4,1,Nonfamily household: Male householder: Not living alone
100,2,50 or more apartments,1550,1,2,Nonfamily household: Male householder: Living alone
100,2,2 Apartments,1240,3,3,Married couple household
100,2,2 Apartments,1240,3,3,Married couple household
100,2,2 Apartments,1240,3,3,Married couple household
100,4,One-family house attached,2330,5,2,Nonfamily household: Male householder: Not living alone
100,4,One-family house attached,2330,5,2,Nonfamily household: Male householder: Not living alone
100,4,One-family house attached,2330,5,2,Nonfamily household: Male householder: Not living alone
100,4,One-family house attached,2330,5,2,Nonfamily household: Male householder: Not living alone
100,4,One-family house attached,2330,5,2,Nonfamily household: Male householder: Not living alone
63,2,2 Apartments,900,1,2,Nonfamily household: Male householder: Living alone
16,2,10-19 Apartments,2340,2,1,Nonfamily household: Female householder: Not living alone
16,2,10-19 Apartments,2340,2,1,Nonfamily household: Female householder: Not living alone
100,1,One-family house detached,800,2,3,"Other family household: Female householder, no spouse present"
100,1,One-family house detached,800,2,3,"Other family household: Female householder, no spouse present"
100,1,2 Apartments,1470,1,3,Nonfamily household: Male householder: Living alone
53,3,2 Apartments,1710,3,7,"Other family household: Female householder, no spouse present"
53,3,2 Apartments,1710,3,7,"Other family household: Female householder, no spouse present"
53,3,2 Apartments,1710,3,7,"Other family household: Female householder, no spouse present"
43,2,2 Apartments,805,2,3,Married couple household
43,2,2 Apartments,805,2,3,Married couple household
43,2,10-19 Apartments,170,1,3,Nonfamily household: Male householder: Living alone
43,4,3-4 Apartments,3140,4,3,Nonfamily household: Female householder: Not living alone
43,4,3-4 Apartments,3140,4,3,Nonfamily household: Female householder: Not living alone
43,4,3-4 Apartments,3140,4,3,Nonfamily household: Female householder: Not living alone
43,4,3-4 Apartments,3140,4,3,Nonfamily household: Female householder: Not living alone
63,2,One-family house detached,1690,2,2,Nonfamily household: Female householder: Not living alone
63,2,One-family house detached,1690,2,2,Nonfamily household: Female householder: Not living alone
63,1,50 or more apartments,250,1,25,Nonfamily household: Female householder: Living alone
73,0,20-49 Apartments,1160,1,2,Nonfamily household: Male householder: Living alone
63,2,One-family house detached,990,1,7,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,1230,3,1,Married couple household
43,1,20-49 Apartments,1230,3,1,Married couple household
43,1,20-49 Apartments,1230,3,1,Married couple household
100,1,3-4 Apartments,1010,1,2,Nonfamily household: Male householder: Living alone
63,1,20-49 Apartments,1820,1,1,Nonfamily household: Male householder: Living alone
43,1,3-4 Apartments,1650,5,3,Married couple household
43,1,3-4 Apartments,1650,5,3,Married couple household
43,1,3-4 Apartments,1650,5,3,Married couple household
43,1,3-4 Apartments,1650,5,3,Married couple household
43,1,3-4 Apartments,1650,5,3,Married couple household
100,2,5-9 Apartments,3000,2,7,Nonfamily household: Male householder: Not living alone
100,2,5-9 Apartments,3000,2,7,Nonfamily household: Male householder: Not living alone
43,1,3-4 Apartments,400,1,1,Nonfamily household: Male householder: Living alone
100,6,3-4 Apartments,940,2,15,Nonfamily household: Male householder: Not living alone
100,6,3-4 Apartments,940,2,15,Nonfamily household: Male householder: Not living alone
53,1,5-9 Apartments,270,1,15,Nonfamily household: Female householder: Living alone
100,3,10-19 Apartments,970,3,15,"Other family household: Female householder, no spouse present"
100,3,10-19 Apartments,970,3,15,"Other family household: Female householder, no spouse present"
100,3,10-19 Apartments,970,3,15,"Other family household: Female householder, no spouse present"
43,1,20-49 Apartments,250,1,3,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,2300,2,1,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,2300,2,1,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,600,2,7,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,600,2,7,Nonfamily household: Female householder: Not living alone
73,3,2 Apartments,2340,3,2,"Other family household: Female householder, no spouse present"
73,3,2 Apartments,2340,3,2,"Other family household: Female householder, no spouse present"
73,3,2 Apartments,2340,3,2,"Other family household: Female householder, no spouse present"
73,1,3-4 Apartments,710,1,7,Nonfamily household: Male householder: Living alone
100,1,3-4 Apartments,796,2,2,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,796,2,2,"Other family household: Female householder, no spouse present"
43,1,20-49 Apartments,1420,1,1,Nonfamily household: Female householder: Living alone
63,1,50 or more apartments,200,1,7,Nonfamily household: Male householder: Living alone
43,2,50 or more apartments,2050,1,7,Nonfamily household: Female householder: Living alone
10,2,2 Apartments,1960,2,1,Nonfamily household: Female householder: Not living alone
